,Date,Action,Ticker,Quantity,Price,Cash
0,2019-01-31,BUY,NVDA,290529,3.4071044921875,10137.338989257812
1,2019-01-31,BUY,TSLA,492,20.584667205810547,9.682723999023438
2,2019-02-28,SELL,NVDA,12749,3.853978157043457,49144.05024814606
3,2019-02-28,BUY,TSLA,2342,20.982667922973633,2.641972541809082
4,2019-03-06,SELL,TSLA,2834,18.43600082397461,52250.26830768585
5,2019-03-29,SELL,NVDA,25169,4.400114059448242,162996.73906993866
6,2019-03-29,BUY,TSLA,8775,18.57466697692871,4.036347389221191
7,2019-04-26,SELL,TSLA,8775,16.5086669921875,144867.58920383453
8,2019-04-30,SELL,NVDA,18473,4.451748847961426,227104.74567222595
9,2019-04-30,BUY,TSLA,14107,16.097999572753906,10.26569938659668
10,2019-05-18,SELL,TSLA,14107,14.0686674118042,198476.95687770844
11,2019-05-31,BUY,NVDA,38294,3.4572556018829346,66084.81085920334
12,2019-05-31,BUY,TSLA,5266,12.54800033569336,7.041091442108154
13,2019-06-28,SELL,TSLA,3520,14.855999946594238,52300.16090345383
14,2019-06-28,BUY,NVDA,12892,4.056701183319092,1.169248104095459
15,2019-07-31,SELL,NVDA,931,4.360401630401611,4060.7031660079956
16,2019-07-31,BUY,TSLA,251,16.150667190551758,6.8857011795043945
17,2019-08-16,SELL,TSLA,1997,14.37600040435791,28715.75850868225
18,2019-08-30,BUY,NVDA,355,4.154504299163818,27240.909482479095
19,2019-08-30,BUY,TSLA,1842,14.780667304992676,14.92030668258667
20,2019-09-30,SELL,NVDA,2049,4.272920608520508,8770.134633541107
21,2019-09-30,BUY,TSLA,543,16.142000198364258,5.0285258293151855
22,2019-10-31,SELL,TSLA,929,21.000667572021484,19514.648700237274
23,2019-10-31,BUY,NFLX,13,291.45001220703125,15725.798541545868
24,2019-10-31,BUY,NVDA,3061,5.0500874519348145,267.4808511734009
25,2019-11-29,SELL,TSLA,1455,22.086000442504883,32402.611495018005
26,2019-11-29,BUY,NFLX,12,315.92999267578125,28611.45158290863
27,2019-11-29,BUY,NVDA,5232,5.43322229385376,184.83254146575928
28,2019-12-31,SELL,NFLX,3,323.30999755859375,1154.7625341415405
29,2019-12-31,SELL,NVDA,11759,5.783752918243408,69165.91309976578
30,2019-12-31,SELL,TSLA,1,27.64666748046875,69193.55976724625
31,2019-12-31,BUY,CSCO,1699,40.723358154296875,4.574263095855713
